ID,original_ID,tweet,sarcastic,rephrase
13348,sign_9102, thanks for the love couldn't live without you,1, thanks for the annoying could live without you
6474,train_3152,WHY did the end of The Good Place leave me sobbing and grieving?! 😭🥺 I put watching the show off for a long time but would so recommend watching!,0,
10181,sign_2683, work on a bank holiday oh the joy,1, work on a bank holiday so distressing
9905,sign_8512, trump just used don king as a character reference good thing don king has never exploited anyone in his career,1, trump just used don king as a character reference good thing don king has exploited everyone in his career
3173,sign_3600, well today is off to a great start,1, well today is off to a bad start
2294,sign_5610, girl i want u to become more matureboy sureafter few daysgirl whats wrong u have lost the child in u amp not fun any more,1, girl i want u to become more matureboy sureafter few daysgirl whats wrong u have lost the child in u amp so tiring
17552,train_573,"dad: ""are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift?"" 
me: yes dad yes i am cuz im dating all of them duh",1,im not dating any of them
19647,sign_5599, back to elementary today oodles of joy,1, back to elementary today nothing exciting there
18289,test_a_557,My location accidentally came up on twitter.. was trying to get rid if it.. and now it somehow says 'Allotment' 🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️,0,
10219,sign_2260, love it when the hawks choke,1, hate it when the hawks choke
75,sign_1682, oh yea go ahead and sleep in my bed,1, i am not happy that you will sleep in my bed
13050,train_3314,just got a jalapeno seed in my eye... it was the worst pain I've ever felt but thank God for me being a biologist/chemist &amp; not being afraid to put my eye under water,0,
16657,sign_3393, yes i wanna thank sm for promoting yesung's album so well good job,1, yes i wanna thank sm for promoting yesung's album so well good job
19902,sign_11918, i think rob has been out more times in the last month than actual new yorkers,1, rob goes out far too often
8300,sign_4088, and suddenly all those lebron flopping videos make sense,1, all those lebron flopping videos do not make sense
7853,sign_116, chikfila is always so generous with their ketchup,1, chikfila is always so mean with their ketchup
3017,sign_2216, mets won tonite with the battery of colonplawecki does this mean we won on cp time ?,1, mets won tonite with the battery of colonplawecki but this is far from winning cp time
15671,sign_4731, there's nothing more exciting that hearing the words ' before we precede to the draw we'll just ' after 15 minutes of nonsense,1, it is irritating when we are asked to draw after attending a long 15 minute lecture
4892,sign_8387, wait what ? a law that says you can't bring a gun into a nightclub didn't stop a mass shooting at a nightclub ? get outta here,1, wait what ? a law that says you can bring a gun into a nightclub stop a mass shooting at a nightclub ? don t get outta here
2786,sign_13879, can't wait to see everyone trying to rip off people over muhammad ali signed stuff please honour his legacy w respect,1, not excited to see everyone trying to rip off people over muhammad ali signed stuff please honour his legacy w respect
3648,sign_14963, and also dont get me started on tanks soon we can buy tanks as well so many things that we have at our side,1, and also dont get me started on tanks soon we can buy tanks as well so many things that we have at our side
10307,sign_8494, two years ago today i went to buckingham palace amp then met up with a guy in the evening turns out he had a girlfriend ah good times,1, i am in love with the prince
9185,sign_10310, nothing like getting called into work early,1, i don't like getting called into work early
7551,sign_7891, women are the funniest amp sweetest creatures ever,1, women are unfunny and mean
6314,test_a_276,"Nearly a week since my tracked parcel was sent off. Still at the same Post Office I dropped it off at apparently... What excuse do you reckon they'll use if I chase it up? COVID, Black Friday, Christmas, Other? Place bets NOW!",1,
19388,sign_4804, havent slept in at all this week becoming an adult is fun,1, haven't slept in at all this week becoming an adult is tiring
1574,sign_9796, robbie savage s commentary is extremely neutral,1, robbie's commentary is extremely biased
13123,sign_3891, big deal one ndsu football player might go pro tons of und hockey players have gone pro,1, big deal one ndsu football player might go pro tons of und hockey players have gone pro
10982,sign_4997, obviously i love having to do all of this all over again and edit out 10000 ahms another time,1, obviously i hate having to do all of this all over again and edit out 10000 ahms another time
18553,sign_1340, the flower crown has got to goooooooooo coachella was months ago,1, the flower crown has got to goooooooooo coachella was months ago
7775,sign_8591, today's so perfect great news after news,1, today is not a great day i've had bad news followed by more bad news
14300,train_1410,I’m thankful for nuggets but also my amazing friends &amp; fam ❤️❤️,0,
32,sign_10719, me do you wanna come over and eat what my mom made ? she what'd she make ? me me,1, me do you wanna come over and eat what my mom made ? she what'd she make ? me me
9199,sign_9650, silly rest of the world use fahrenheit like the rest of us,1, no one else uses farenheit but us
3714,test_a_9,"Sometimes I lay in bed and think about how today will be the day I make my life better. Exercise, drinking water, eating healthy. Then I wake up. ",1,
11541,sign_11795, i'm hungover i haven't ate all day amp i just got to work it's gunna be a great day,1, i'm hungover i haven't ate all day amp i just got to work it's not gunna be a great day
3563,sign_10920, love friday nights,1, i don't like friday nights
3222,sign_6769, the good thing about the cavs is that they don't have any players that complain to the refs or play dirty,1, the bad thing about the cavs is that they have players who complain to the refs and play dirty
14032,test_a_157,I don't know why people overlook people dying everywhere when they have the resources to help and support them.,0,
1473,test_a_535,"Wind 2 mph E. Barometer 1030.5 hPa, Pressure trend. Temperature 7.1 °C. Rain today 0.0mm. Humidity 78%",0,
7512,train_521,"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in 😜",1,It’s funny how my mom used to wake me now I wake her.
4564,sign_5944, oh how i love sitting in a court house to pay a ticket,1, oh how i hate sitting in a court house to pay a ticket
6309,train_2520,"Good morning to everyone again, except Eddie Reynoso, his lab rats &amp; whoever the fuck is letting Oscar Valdez fight after failing a drugs test - just because it would be bad for business.

Some things more important than money, but not in boxing - clearly.

❌💉",0,
13700,sign_5661, you know what i love more than people looking at my screen over my shoulder while i work ? when people touch my screen,1, you know what i love more than people looking at my screen over my shoulder while i work ? when people touch my screen
